the [UNK]	an improvement in reducing the symptoms of chronic diseases such as diabetes
the [UNK]	for women older than 40 years
the [UNK]	the related content of exercise
the [UNK]	for 7.5 % of reported cases
the [UNK]	absorption of dietary glucose from intestine
the [UNK]	neuromuscular disorders
the [UNK]	in colorectal cancer
the [UNK]	negative correlations between the Socio - demographic index and the mortality rates of asthma
the [UNK]	the association between CRP
the [UNK]	in high risk areas such as East Asian countries
the [UNK]	available by preoperative evaluation
the [UNK]	by environmental factors , including virus infections in genetically predisposed individuals
the [UNK]	the prognosis of patients
the [UNK]	with type 2 diabetes mellitus risk
the [UNK]	by questionnaires as were smoking status
the [UNK]	components that improve muscular strength
the [UNK]	as alpha - linolenic acid
the [UNK]	changes over time
the [UNK]	an important biological basis
the [UNK]	in Dundee among 123 men and women in the jute industry and 242 in the flax industry
the [UNK]	a gender - associated modulation of major processes including energy metabolism , regulation of immune recruitment
the [UNK]	metastatic spread
the [UNK]	the predictors of blood glucose control
the [UNK]	especially salient in the United States as citizens of many other countries have greater access to prescription medications
the [UNK]	a family history of type 2 DM , puberty , intrauterine exposure to DM
the [UNK]	attributable to a clinically low index of suspicion
the [UNK]	human health
the [UNK]	the tumor to render it potentially operable
the [UNK]	in terms of mortality reduction
the [UNK]	sufficient in this particular ethnic group
the [UNK]	type In Australia
the [UNK]	available in 2010 when the Anglo - Danish - Dutch Study of Intensive Treatment and Complication reports its findings
the [UNK]	many millions of individuals every year
the [UNK]	mastectomy must be strictly determined by the surgeon
the [UNK]	a role at the level of perpetuation of the autoimmunity process
the [UNK]	at the latest meeting of the American Gastroenterological Association on hereditary forms of colorectal cancer , diverse organisational aspects
the [UNK]	in women
the [UNK]	a new problem to radiologists
the [UNK]	health care interaction
the [UNK]	in patients
the [UNK]	utilization of glucose by tissues in hepatic handling of glucose with the onus on Gluconeogenesis
the [UNK]	we are still challenged to develop public health strategies for the foreseeable future
the [UNK]	in the realm of cardiovascular disease
the [UNK]	how these drugs may fit within the existing context of abiraterone
the [UNK]	the interaction of psychological services
the [UNK]	three important findings : ( 1 ) there is a high degree of overlap in implicated variants in diseases with similar pathophysiology , ( 2 ) in diseases with differing pathophysiology the same variants are often implicated in opposite roles , ( 3 ) in diseases with differing pathophysiology that have many non-overlapping or oppositely implicated variants
the [UNK]	that treatment strategies for T1 DM should balance clinical burden
the [UNK]	also at higher risk not only because of family history
the [UNK]	whether elevated tHcy is a causal factor
the [UNK]	the mainstay treatment for patients with prostate cancer
the [UNK]	highest
the [UNK]	to a decrease in mortality
the [UNK]	typical treatments based on biomarkers
the [UNK]	with cancer
the [UNK]	by insulin resistance
the [UNK]	there are no rabbit models of metabolic syndrome
the [UNK]	highly prevalent Japan
the [UNK]	to the pathogenesis of atherosclerosis
the [UNK]	a key role in type diabetes mellitus
the [UNK]	a family history of the disease
the [UNK]	95 %
the [UNK]	with discussing the future frontiers
the [UNK]	a series of booklets on individual conditions combining information on secondary prevention
the [UNK]	with PM10
the [UNK]	as a worldwide public health problem
the [UNK]	this issue from the client 's perspective
the [UNK]	available
the [UNK]	in the stage subgroup analyses
the [UNK]	by ecologic studies of regional variation in rates
the [UNK]	an improvement in preventing
the [UNK]	able to identify poor and well - controlled days in theoretical scenarios
the [UNK]	the specificity of imaging procedures
the [UNK]	curative resection
the [UNK]	a screening organization in a limited area
the [UNK]	in - depth knowledge of their impact on people health
the [UNK]	awareness of the potential for prevention of type 1 diabetes
the [UNK]	in a metastatic context to predict the response to anti-EGFR therapy
the [UNK]	the highest mortality
the [UNK]	targeting DNA repair deficiency in prostate cancer ; and treatment strategies in prostate cancer
the [UNK]	From diet to genetics
the [UNK]	environmental events can operate very early , even in utero
the [UNK]	for their relations with the cognitive changes
the [UNK]	antigen discovery
the [UNK]	a holistic outlook
the [UNK]	new progress in the field of pathological evaluation
the [UNK]	second - hand smoking , radon exposure , occupational exposure to carcinogens
the [UNK]	the details of epigenetic abnormalities of cancer - related genes Over the past 15 years
the [UNK]	the most prevalent complication among patients with T2DM
the [UNK]	small To date
the [UNK]	among cells
the [UNK]	of 215 children with T1 D in comparison to healthy controls.The study group
the [UNK]	distinct biomarkers that will aid future risk assessment
the [UNK]	This review will cover the epidemiologic characteristics of the influence of race
the [UNK]	though with some drawbacks , are fecal occult blood tests
the [UNK]	multiple potential non-genetic biomarkers for the risk of T2D
the [UNK]	72 %
the [UNK]	with lower likelihoods of being wait - listed for and undergoing renal transplantation
the [UNK]	Finally
the [UNK]	antitumoral properties against prostate cancer reducing xenograft prostate tumor growth
the [UNK]	In populations with a low T1 DM incidence
the [UNK]	which is expected to take the lead in overcoming these issues In 2014
the [UNK]	a new insight into the prevention of lung cancer
the [UNK]	the interaction of medical services
the [UNK]	the association between markers of chronic infections in relation to a variety of clinical and subclinical cardiovascular disease outcomes During the last 2 decades
the [UNK]	other health - care professional programs
the [UNK]	mortality rate
the [UNK]	le Traitement
the [UNK]	20 years
the [UNK]	under the hub of personalized medicine
the [UNK]	on what is known about the role of socioeconomic status
the [UNK]	on gene expression
the [UNK]	inconsistent care coordination contributing to the social isolation of their families
the [UNK]	with various pathophysiological factors
the [UNK]	the significance of targeted heart rate reduction for secondary prevention in cerebrovascular events
the [UNK]	to evaluate the effect of NIV on health - related quality of life ( HRQoL ) of patients with CRF during 2 years
the [UNK]	if improved on - off - task behavior was associated with better glycemic control
the [UNK]	the pancreatic islets of Langerhans
the [UNK]	to reduce adverse cardiovascular events such as smoking reduction of hyperlipidemia
the [UNK]	disorder symptoms
the [UNK]	a higher prevalence of obstructive
the [UNK]	as an independent risk factor for the development or progression of the other
the [UNK]	into five categories ; sleep assessment , sleep as a therapeutic target
the [UNK]	on a variety of agents including Chlamydia pneumonia
the [UNK]	disproportionately large because of the high rate of microvascular complications
the [UNK]	by one study
the [UNK]	at risk for a variety of problems at school
the [UNK]	by advances in human genetics enabling new insights into disease susceptibility
the [UNK]	economic methodologies developed for estimating cost of illness
the [UNK]	on the basic molecular differences underlying the formation of carcinoma in patients with sporadic colorectal cancer , and the heritable syndromes of familial adenomatous polyposis
the [UNK]	in methylprednisolone in 3 patients
the [UNK]	to the initiation
the [UNK]	ethnicity due to physiological insulin resistance
the [UNK]	in the continental United States
the [UNK]	overweight or obese
the [UNK]	TMPRSS2 - ERG
the [UNK]	similar to estimates
the [UNK]	small
the [UNK]	25 years
the [UNK]	that the TNM stage were independent predictors of OS
the [UNK]	an active role in metastasis
the [UNK]	therapeutic options
the [UNK]	in this patient
the [UNK]	the development of this approach for further application in humans
the [UNK]	to examine the consequences of these changes in body composition on physical mortality risk
the [UNK]	to the pathogenesis of T2DM
the [UNK]	strategies to prevent the diagnosis of type 1 diabetes in people at risk
the [UNK]	10 %
the [UNK]	useful for prediction of autoimmune diabetes
the [UNK]	with increased cardiovascular morbidity
the [UNK]	vitamin D3 receptor trans activation
the [UNK]	an opportunity to revisit modeling options in type 1 diabetes mellitus ( T1 DM )
the [UNK]	possible
the [UNK]	important changes in the prognosis for gastric cancer patients
the [UNK]	with the development of gastric cancer
the [UNK]	to model mortality rates by age
the [UNK]	in March 2008
the [UNK]	cellular stress signals by directing various transcriptional programs
the [UNK]	to conditions such as impaired glucose metabolism
the [UNK]	in the etiology of the illness
the [UNK]	remarkable success with a 1 % drop in HbA1
the [UNK]	in light of the limitations of the existing evidence
the [UNK]	in nine ( 4.5 per cent ; significantly older than those without S4
the [UNK]	for regular physical activity as a key component of the treatment of chronic diseases in all patient interactions
the [UNK]	new progress in the field of imaging examination
the [UNK]	to conduct a comprehensive search of the medical literature investigating the prevalence of cardiovascular ( CV ) complications and assess their impact on healthcare costs , quality of life and mortality among patients with T2DM in the context of microvascular complications
the [UNK]	on the immunohistochemical level
the [UNK]	a potential risk that proves the necessity of postoperative colonoscopic control of all patients with colorectal cancer
the [UNK]	their negative impact on CVD
the [UNK]	dysfunction
the [UNK]	to have such symptoms in early adulthood
the [UNK]	to compare CT - derived airway wall measurements between male smokers with and those without chronic respiratory symptoms
the [UNK]	significantly lower than the controls
the [UNK]	some possible changes that can be implemented
the [UNK]	sleep in T2 DM patients
the [UNK]	in the ubiquitin / proteasome system
the [UNK]	to unbalanced immune responses
the [UNK]	adjuvant chemotherapy Until recently
the [UNK]	spirometry
the [UNK]	a poorer prognosis In relation to older women
the [UNK]	ideas
the [UNK]	by a country 's disease burden and risk profile , capacities , resources , and priorities - approaches
the [UNK]	as conversed In this classification further
the [UNK]	with more severe clinical presentation
the [UNK]	63 % less likely to have ALS ( p = 0.009 After an adjustment for demographic factors , exposure to self - report of atopy
the [UNK]	its progression
the [UNK]	in the literature
the [UNK]	controversies
the [UNK]	as standard procedures in some Asian countries , including Japan
the [UNK]	by prostate for students to obtain practical information on new diagnostic modalities
the [UNK]	one of the main roles of surgical oncologists in the near future
the [UNK]	higher in older age groups
the [UNK]	the availability of diagnostic equipment
the [UNK]	to elucidate the possible mechanisms
the [UNK]	sleep disturbances
the [UNK]	that several common mechanisms lead to an increased cardiovascular risk
the [UNK]	patients ' metabolic control
the [UNK]	higher among white than among black long - term colorectal cancer survivors
the [UNK]	in light of several sources of potential bias
the [UNK]	in all patients with chronic respiratory symptoms
the [UNK]	a complex disease composed of diverse molecular types with clinical relevance
the [UNK]	by defects in insulin secretion
the [UNK]	an aggregation of credible variants in promoter - enhancer - like histone modification regions were specific to lung tissues Within the identified susceptibility regions
the [UNK]	by the ABC classification
the [UNK]	with systems biology to cover these demands in time currently
the [UNK]	the potential to improve atherosclerotic cardiovascular disease outcomes in women
the [UNK]	best overall in a given situation
the [UNK]	with increased risk of length of stay
the [UNK]	of six sections
the [UNK]	of Helicobacter pylori infection
the [UNK]	to discuss its application in the determination of prognosis of lung cancer
the [UNK]	a more prominent cause of death
the [UNK]	in the realm of diabetes
the [UNK]	the presence of an inherited structural defect in the plasma membranes of somatic cells of humans
the [UNK]	of great importance for the further treatment methods
the [UNK]	to systematically review ACP practice in chronic respiratory disease , attitudes of patients related to engagement in ACP
the [UNK]	by changes in the human microbiota
the [UNK]	further refinements in taking germline
the [UNK]	to be carried out with an open mind
the [UNK]	by mismatch repair deficiency - induced insertion / deletion mutations
the [UNK]	to a broad range of therapeutic efficacies
the [UNK]	less common than mortality from COPD
the [UNK]	in any rehabilitation program for late breast cancer
the [UNK]	important therapeutic questions regarding conventional therapy for therapy
the [UNK]	recent advances in the treatment of metastatic castration - sensitive prostate cancer
the [UNK]	In this non-systematic review
the [UNK]	for predictive biomarkers
the [UNK]	on a variety of other fields including ovarian cancer
the [UNK]	with different associated disadvantages
the [UNK]	in determining which patients should be referred for clinical genetic evaluation
the [UNK]	to determine whether selected risk factors affect the age
the [UNK]	from studies of the application of targeted therapies such as growth receptor antagonists
the [UNK]	to give an updated report on the current management differences in the treatment of gastric cancer between Eastern and Western countries
the [UNK]	twice as common in type 2 diabetes as in the general population
the [UNK]	until February 28
the [UNK]	the effects of behavioral environmental exposures on disease expression
the [UNK]	cardiovascular risk factors such as dyslipidaemia
the [UNK]	a consideration to both the individual
the [UNK]	to delineate their significance in lung cancer diagnosis
the [UNK]	to microvascular
the [UNK]	with prostate cancer
the [UNK]	disproportionately large because of the high rate of macrovascular complications
the [UNK]	rapid socioeconomic changes
the [UNK]	indeed beneficial to individuals
the [UNK]	with heightened fear of hypoglycaemia
the [UNK]	undetermined
the [UNK]	differential expression across , developmental stages
the [UNK]	the levels of a global epidemic
the [UNK]	a normal HbA1c level
the [UNK]	while the argument for significantly increased risk of cancer or other adverse effects is much less robust
the [UNK]	in the setting of advanced prostate cancer Finally
the [UNK]	in EP
the [UNK]	the data
the [UNK]	even more prominent As the world 's population ages
the [UNK]	that a genetic profile favoring the proinflammatory response increases the risk of gastric carcinoma
the [UNK]	potential targets
the [UNK]	a multi-sector strategy that promotes a healthy lifestyle
the [UNK]	During their stay at the hospital
the [UNK]	secondary responses which collectively result in impairment of beta - cell function
the [UNK]	a large number of small lung nodules posing a new problem to radiologists often
the [UNK]	how to analyze high - dimensional datasets of other variables
the [UNK]	in recent clinical trials in refractory prostate cancer
the [UNK]	that in addition to obesity , genetics , and islet dysfunction , the disturbance of intestinal flora may partly give rise to diabetes
the [UNK]	patients
the [UNK]	the nonpharmacologic approaches of regular exercise
the [UNK]	during a 5 - yr study period
the [UNK]	the relative risks of type 2 diabetes mellitus risk for individuals with hypertensive disorders during pregnancy were 1.59 ( 95 % credibility interval : 1.11 - 2.32 ) , 2.27 ( 95 % credibility interval : 1.67 2.06 ( 95 % credibility interval : 1.41 - 2.84 ) , respectively
the [UNK]	multiple levels of clinical data
the [UNK]	a person 's risk for developing type 2 diabetes
the [UNK]	that the optimum cut - off value for GA was 33.5 % with sensitivity and specificity of 97.4 % and 96.8 % , respectively
the [UNK]	although there is significant interest in further understanding disease pathogenesis in order already
the [UNK]	in areas at high risk
the [UNK]	in low - and middle - income countries now
the [UNK]	for age
the [UNK]	better academic ratings overall ( p < 0.02
the [UNK]	a reduction in the plasma methylarginines with valsartan
the [UNK]	that administration of ghrelin improved exercise tolerance
the [UNK]	these interventions
the [UNK]	yet commercially available in clinic setting
the [UNK]	feeding and body weight
the [UNK]	miRNAs as strong circulating biomarkers with high prognostic power In cardiovascular disease
the [UNK]	an emerging public health problem in most countries even though mortality profiles vary according to inherent risk factors
the [UNK]	96.7 %
the [UNK]	by the aggressive nature of the disease
the [UNK]	disorders of lipid metabolic syndrome
the [UNK]	by impedance cardiography
the [UNK]	in a reduced incidence of colorectal cancer in true population studies despite removal of two to three times as many possible precursors compared to controls So far
the [UNK]	all incidence of cardiovascular disease
the [UNK]	as a disease of accelerated cardiovascular deterioration
the [UNK]	in endocrine therapy
the [UNK]	multimodality treatment including surgery
the [UNK]	the classification of individuals with T2 D
the [UNK]	on patient history
the [UNK]	behind that of women
the [UNK]	S1 were detected in all donkeys
the [UNK]	a booklet for general diabetes prevention
the [UNK]	a highly significant barrier to fulfilling the clinical promise of advanced care
the [UNK]	an insight into the clinical application for lung cancer
the [UNK]	nurse practitioners to recognize clients gain appreciation of the motivation of female adolescents with type 1 diabetes mellitus towards disordered eating behaviours
the [UNK]	two diseases that are common in the general population
the [UNK]	in both conditions
the [UNK]	a significant association with cardiovascular disease events
the [UNK]	gastric cancer subtypes
the [UNK]	in determining the increased severity of metabolic decompensation at onset in children from non-Caucasian ethnicities
the [UNK]	to the recognition that the balance between regulatory and effector T cells determines timing of disease activation
the [UNK]	the etiopathogenesis of human diabetes
the [UNK]	effective stem cell strategies with islet transplantation , immunomodulatory drug regimens , and / or novel bioengineering techniques
the [UNK]	an realistic goal for preventing type 2 diabetes in susceptible individuals
the [UNK]	43.1 %
the [UNK]	to tailor the modalities of treatment
the [UNK]	of medical treatment
the [UNK]	such heterogeneity
the [UNK]	the potential to improve HRQOL
the [UNK]	an independent predicted biomarker with limitations
the [UNK]	the entrance of Mg2
the [UNK]	at 4 years in men under AS programs
the [UNK]	between the two groups
the [UNK]	concerns about financial burden
the [UNK]	the key components to controlling cardiovascular diseases in refugees
the [UNK]	the opportunity to effectively treat At the same time
the [UNK]	that clonal haematopoiesis in the absence of overt haematologic alterations is associated with mortality
the [UNK]	countries address not only those
the [UNK]	in the study
the [UNK]	during 6MWT for subjects with COPD
the [UNK]	millions of people worldwide
the [UNK]	to compare the prevalence of respiratory disability in a representative sample of miners
the [UNK]	in constant modification
the [UNK]	young women to develop unhealthy eating attitudes
the [UNK]	a consequence of Helicobacter pylori infection in 90 % of cases while in 10 % Epstein Barr Virus may be responsible
the [UNK]	in the non-urban areas
